8192 90111
3897 6810 15
3897 5822 6
3897 7725 4
3897 276 11
3897 1603 18
3897 4375 14
3898 3899 9
3898 807 3
3898 6017 13
3898 7518 17
3898 1004 16
3898 7621 18
3899 3900 5
3899 7879 20
3899 3580 14
3899 395 20
3899 5364 12
3899 4128 10
3899 1669 18
3899 4071 16
3899 8156 15
3899 8173 11
3899 2583 16
3899 1478 5
3900 3901 2
3900 5493 13
3900 5817 17
3900 7982 1
3900 327 10
3900 5789 16
3900 4403 5
3900 7791 8
3900 3345 9
3900 4356 14
3901 3902 8
3901 5647 4
3901 1776 12
3901 6014 15
3901 2527 17
3901 3892 11
3901 6991 4
3901 7660 3
3901 7615 13
3901 5824 12
3902 3903 5
3902 7445 14
3902 4196 19
3902 6531 1
3902 1120 13
3902 3674 3
3902 4714 3
3902 8010 11
3902 7491 15
3902 6714 19
3902 7430 5
3902 455 3
3902 5152 15
3902 895 8
3902 2937 19
3903 3904 2
3903 2694 7
3903 4820 18
3903 1971 3
3903 4819 11
3903 149 7
3903 617 14
3903 308 13
3903 6785 4
3903 1750 11
3903 7579 9
3903 6759 8
3903 6256 9
3903 7731 16
3903 7423 5
3904 3905 12
3904 5119 6
3904 7646 18
3904 395 20
3904 774 5
3904 1266 9
3904 106 8
3904 890 3
3904 6615 10
3904 1384 20
3904 4932 1
3904 7299 3
3904 2613 3
3904 1213 20
3905 3906 17
3905 3312 19
3905 7641 3
3905 6964 12
3905 6382 19
3905 448 12
3905 3289 2
3906 3907 15
3906 6182 7
3906 5618 9
3906 8169 1
3906 6649 19
3906 3031 3
3906 153 16
3906 773 16
3906 6278 18
3907 3908 16
3907 2055 8
3907 7618 17
3907 1281 13
3907 4527 20
3907 4274 2
3907 5843 1
3907 6463 4
3907 3319 17
3907 4262 16
3907 401 17
3907 5237 3
3907 3785 15
3907 5361 5
3907 5068 4
3907 2345 5
3907 4477 12
3907 2656 9
3908 3909 20
3908 2793 9
3908 2635 4
3908 387 19
3908 6275 11
3908 8106 6
3908 5751 18
3908 1493 5
3908 1745 8
3908 7139 14
3908 5174 1
3908 7585 7
3908 5060 9
3908 2527 16
3908 5547 7
3909 3910 15
3909 3799 16
3909 4484 9
3909 5798 13
3909 6688 9
3909 5208 12
3909 2315 11
3909 6469 10
3909 1811 12
3909 7100 13
3910 3911 19
3910 5968 2
3910 7033 19
3910 7303 16
3910 4421 10
3910 2099 14
3910 3484 3
3910 2004 2
3911 3912 6
3911 7766 3
3911 1281 17
3911 876 6
3911 2102 18
3911 215 15
3911 78 17
3911 4618 12
3911 1315 17
3911 7265 4
3911 2053 7
3912 3913 13
3912 4495 19
3912 7965 9
3912 1544 16
3912 1462 7
3912 7050 13
3912 5347 15
3912 7872 20
3912 7205 2
3912 812 20
3912 2088 4
3912 930 18
3913 3914 4
3913 6350 10
3913 6649 20
3913 1826 1
3913 2393 4
3913 272 20
3913 4261 14
3913 5968 6
3913 2122 20
3913 3160 6
3913 7030 2
3913 4892 7
3913 6720 17
3913 8174 13
3914 3915 9
3914 4544 5
3914 6099 15
3914 4311 2
3914 3939 18
3914 7772 12
3914 7335 4
3914 2795 15
3914 890 13
3914 3645 7
3914 888 5
3914 4315 2
3915 3916 13
3915 6208 7
3915 1281 10
3915 343 12
3915 445 14
3915 7963 7
3915 4048 20
3915 4452 9
3915 6606 19
3915 5300 17
3915 1245 8
3915 5850 15
3915 2544 19
3916 3917 13
3916 4751 11
3916 6058 19
3916 6845 13
3916 5746 13
3916 4145 6
3916 1116 1
3916 601 9
3916 86 12
3916 7416 17
3916 7186 13
3917 3918 10
3917 4676 9
3917 5755 3
3917 6231 9
3917 974 13
3917 4794 1
3917 6651 18
3917 2203 3
3917 2017 10
3917 1243 4
3918 3919 16
3918 7428 12
3918 7375 17
3918 7974 20
3918 5949 4
3918 2513 1
3918 3658 2
3918 5085 11
3918 5095 12
3918 6786 4
3918 4464 17
3918 3531 5
3918 3617 16
3919 3920 4
3919 2441 12
3919 687 11
3919 6205 9
3919 49 1
3919 5310 9
3919 1488 13
3919 6004 4
3919 2190 7
3919 5905 2
3919 2377 4
3919 3191 3
3919 5386 6
3920 3921 3
3920 1742 4
3920 8067 11
3920 4099 16
3920 552 12
3920 2479 18
3920 5530 20
3920 2898 16
3920 4387 4
3920 2659 17
3920 2532 5
3920 4488 12
3921 3922 14
3921 3429 18
3921 6445 4
3921 1090 3
3921 1287 15
3921 7607 5
3921 3698 12
3921 1946 10
3921 618 16
3921 3006 20
3921 6607 2
3922 3923 9
3922 5183 5
3922 5203 5
3922 6661 12
3922 5193 1
3922 1221 8
3922 7597 5
3923 3924 20
3923 4400 18
3923 4086 1
3923 5511 8
3923 3236 5
3923 8039 8
3923 5982 16
3923 15 11
3924 3925 17
3924 1199 19
3924 1892 9
3924 5165 16
3924 1495 19
3924 731 8
3924 930 11
3924 4734 9
3924 737 3
3924 8108 14
3925 3926 15
3925 4110 18
3925 110 20
3925 500 3
3925 6843 9
3925 7370 13
3925 3922 4
3925 1920 6
3926 3927 8
3926 2184 2
3926 853 2
3926 6349 2
3926 918 15
3926 1555 3
3926 7628 17
3926 5631 12
3926 2053 12
3926 7861 19
3926 6508 1
3926 4873 17
3926 3101 2
3926 2376 17
3927 3928 15
3927 6926 8
3927 7687 12
3927 2457 10
3927 7734 19
3927 4872 2
3927 2721 20
3927 1963 13
3927 3147 6
3927 6891 19
3928 3929 12
3928 4402 1
3928 2411 17
3928 7971 5
3928 6886 10
3928 6261 8
3928 28 7
3928 6800 1
3928 4674 20
3929 3930 20
3929 6363 20
3929 3582 18
3929 2923 18
3929 542 10
3929 3123 12
3929 1623 2
3929 5879 19
3929 2864 6
3929 375 17
3929 5130 10
3929 5037 16
3929 6474 11
3930 3931 12
3930 7491 7
3930 4024 2
3930 4891 18
3930 6677 20
3930 348 6
3930 1844 14
3930 464 1
3930 3826 8
3930 5525 2
3930 2883 8
3930 2654 18
3930 2976 14
3930 6791 17
3931 3932 5
3931 749 20
3931 2429 8
3931 811 9
3931 3822 17
3931 1442 14
3931 550 1
3931 2075 12
3931 7133 1
3931 6222 13
3931 3321 8
3931 5503 10
3931 7377 14
3932 3933 4
3932 2579 3
3932 1037 10
3932 1770 3
3932 5268 1
3933 3934 12
3933 5993 8
3933 1526 6
3933 3191 2
3933 2687 13
3933 2792 9
3933 4913 18
3933 649 13
3933 5390 5
3933 7989 17
3933 78 9
3933 6555 18
3933 3945 19
3934 3935 8
3934 7280 4
3934 1442 17
3934 200 3
3934 598 6
3934 1604 14
3934 3904 15
3934 5600 19
3934 7427 19
3934 7011 12
3935 3936 20
3935 5868 20
3935 7312 3
3935 1183 6
3935 3502 17
3935 5214 15
3936 3937 7
3936 3496 2
3936 1977 13
3936 5762 13
3936 2303 19
3936 7369 17
3936 627 8
3936 4906 17
3936 7453 14
3936 6705 12
3936 2650 13
3937 3938 4
3937 5430 6
3937 7409 16
3937 3902 20
3937 7704 15
3937 2017 10
3937 3640 11
3937 6181 16
3937 5141 2
3937 840 10
3937 7428 14
3937 1583 6
3938 3939 1
3938 166 1
3938 4765 19
3938 1415 2
3938 1498 19
3938 4292 5
3938 4875 18
3938 4458 4
3938 1906 19
3938 5713 14
3938 2342 5
3939 3940 15
3939 6680 12
3939 48 4
3939 69 18
3939 2785 7
3939 3121 9
3939 6205 20
3939 2227 9
3939 4227 10
3939 4129 6
3939 3717 1
3939 5895 10
3939 8039 19
3940 3941 1
3940 6145 9
3940 2907 19
3940 4551 8
3940 3928 1
3940 6058 10
3940 6736 10
3940 4633 3
3940 7845 15
3940 4467 20
3941 3942 12
3941 3534 10
3941 1950 7
3941 4241 17
3941 6650 16
3941 2481 7
3941 5029 6
3941 2284 12
3941 6521 10
3941 6903 3
3941 3433 5
3941 5566 7
3941 982 16
3942 3943 17
3942 3786 10
3942 5449 5
3942 5873 15
3942 2384 13
3942 438 5
3942 4084 9
3942 6668 7
3942 6727 19
3942 1225 5
3942 2172 4
3942 1153 13
3942 77 2
3942 3549 18
3943 3944 12
3943 6593 17
3943 3802 12
3943 2759 5
3943 5213 9
3943 2684 17
3943 1262 13
3943 7273 2
3943 3384 7
3943 2492 3
3944 3945 6
3944 5015 11
3944 4323 20
3944 3506 9
3944 6267 14
3944 7342 14
3944 2717 17
3944 3422 8
3944 7915 9
3944 2131 8
3945 3946 14
3945 99 14
3945 5868 17
3945 6217 2
3945 6739 4
3945 3839 14
3945 5202 19
3945 5013 6
3945 727 10
3946 3947 11
3946 6142 10
3946 5039 8
3946 7752 18
3946 37 9
3946 7844 18
3946 4691 2
3946 4000 8
3946 2126 18
3946 2502 12
3947 3948 19
3947 7710 14
3947 2466 6
3947 1673 20
3947 1719 6
3947 49 11
3947 6474 1
3947 6112 8
3947 5988 5
3947 4356 11
3947 4236 8
3947 2865 10
3948 3949 6
3948 1650 16
3948 6440 8
3948 7614 13
3948 1662 14
3948 4724 3
3948 254 19
3948 2694 1
3948 7075 8
3948 4469 9
3949 3950 16
3949 6304 10
3949 5419 1
3949 5929 5
3949 2667 8
3949 7612 14
3949 2946 10
3949 7675 15
3949 4583 15
3949 3285 13
3950 3951 19
3950 4623 2
3950 4158 10
3950 690 10
3950 4861 17
3950 5854 10
3950 876 16
3950 5440 5
3950 5145 17
3950 265 9
3950 6190 12
3951 3952 2
3951 3298 15
3951 3217 14
3951 5804 4
3951 766 7
3951 8100 19
3951 4450 13
3951 1862 17
3951 1815 6
3951 276 15
3951 1366 13
3951 6645 3
3951 5962 2
3951 213 2
3951 3101 9
3951 1243 2
3951 4075 17
3952 3953 6
3952 1823 7
3952 5922 19
3952 1700 17
3952 4034 1
3952 5028 3
3952 5190 16
3952 3333 13
3952 6457 16
3952 894 9
3953 3954 18
3953 3116 5
3953 4970 4
3954 3955 9
3954 7928 12
3954 8123 1
3954 2095 7
3954 6105 10
3954 4072 6
3954 2716 9
3954 511 19
3954 7109 4
3955 3956 5
3955 4177 14
3955 1180 11
3955 1067 8
3955 3811 18
3955 152 18
3955 873 3
3955 2498 11
3955 4228 14
3955 1918 15
3955 1958 18
3955 259 16
3955 2485 20
3955 7772 15
3955 5817 10
3955 1955 4
3955 3752 8
3955 6585 14
3956 3957 18
3956 2743 16
3956 3401 15
3956 1515 7
3956 1189 9
3956 1141 6
3956 4250 10
3956 1122 2
3956 829 16
3956 1685 6
3957 3958 8
3957 3652 2
3957 7988 6
3957 8027 19
3957 1703 16
3957 7816 12
3957 4681 3
3957 6415 15
3958 3959 17
3958 2627 20
3958 3842 19
3958 7050 7
3958 7792 7
3958 854 8
3958 309 4
3958 6876 17
3958 3853 14
3958 4802 10
3959 3960 10
3959 4896 12
3959 4221 15
3959 5775 20
3959 2381 5
3959 658 20
3959 5292 3
3959 2745 2
3959 5415 17
3959 7414 17
3959 7691 9
3960 3961 4
3960 3894 9
3960 7341 3
3960 3238 8
3960 589 7
3960 3645 20
3960 685 15
3960 635 20
3960 3412 9
3960 5333 1
3960 5550 20
3960 7909 7
3960 6106 10
3960 7777 6
3960 1152 16
3961 3962 10
3961 2849 5
3961 1734 1
3961 2618 14
3961 3674 12
3961 1322 8
3961 2103 1
3961 4119 9
3961 3825 2
3961 6861 3
3961 7523 19
3961 1215 8
3961 2410 14
3961 3432 10
3961 2922 16
3962 3963 17
3962 322 20
3962 2226 3
3962 1216 11
3962 4858 11
3962 1545 10
3962 4747 17
3962 5103 12
3962 3777 3
3962 2870 6
3962 5582 16
3962 6309 8
3962 1681 15
3962 5542 15
3963 3964 9
3963 5740 9
3963 2011 3
3963 3813 10
3963 6657 5
3963 102 15
3963 6891 10
3963 4148 20
3963 6219 15
3963 2284 8
3963 6458 3
3963 5426 5
3963 5412 5
3963 5688 20
3963 5049 5
3964 3965 10
3964 771 16
3964 6797 3
3964 2156 15
3964 1155 17
3964 849 7
3964 6807 2
3964 4725 18
3964 4057 13
3965 3966 19
3965 3727 10
3965 7072 19
3965 7201 4
3965 4601 4
3965 5077 12
3965 3526 8
3965 5345 11
3965 1297 10
3966 3967 10
3966 4539 17
3966 2685 10
3966 7995 5
3966 2058 20
3966 1831 7
3966 1768 6
3966 1663 12
3967 3968 15
3967 7024 11
3967 7502 2
3967 4920 17
3967 7629 1
3967 7154 18
3967 2146 1
3967 7874 11
3967 3745 3
3967 4857 3
3967 2647 1
3967 6965 11
3967 4585 7
3968 3969 3
3968 3732 6
3968 2431 8
3968 3985 8
3968 2435 13
3968 2215 16
3968 1317 18
3968 7622 1
3968 5681 4
3968 1157 8
3968 1738 12
3968 6062 16
3968 5212 13
3968 3697 8
3969 3970 13
3969 534 5
3969 4445 19
3969 2121 11
3969 3751 19
3969 1416 17
3969 5443 5
3969 3561 9
3969 2812 4
3969 2116 15
3969 1412 8
3969 7704 16
3969 1158 8
3969 3180 10
3969 3850 5
3970 3971 2
3970 6132 1
3970 204 9
3970 6767 1
3970 4404 14
3970 1 11
3970 689 3
3970 2299 10
3970 6844 5
3970 5096 3
3970 5202 6
3971 3972 1
3971 3650 8
3971 2819 9
3971 6131 16
3971 2937 3
3971 3411 11
3971 6291 7
3971 4090 12
3971 6873 18
3971 4311 9
3971 1632 14
3972 3973 15
3972 643 14
3972 4696 2
3972 3319 5
3972 3861 18
3972 6813 10
3972 4276 19
3972 432 6
3972 2799 2
3972 6244 8
3973 3974 19
3973 2659 2
3973 3892 6
3973 2791 4
3973 2869 15
3973 4020 4
3973 925 2
3973 7666 16
3973 1048 13
3973 1045 15
3973 6170 10
3973 7764 11
3973 6347 3
3974 3975 10
3974 1910 20
3974 2492 19
3974 5153 11
3974 2620 19
3974 3916 17
3974 6028 15
3974 7434 4
3974 1181 16
3974 1261 19
3974 6274 17
3974 589 11
3975 3976 19
3975 5170 16
3975 2398 11
3975 1706 17
3975 4296 19
3975 5258 18
3975 1411 11
3975 8067 6
3975 3302 7
3975 7833 14
3976 3977 9
3976 5953 3
3976 4696 19
3976 6769 2
3976 156 20
3976 160 5
3976 2757 14
3976 7133 8
3976 1532 20
3976 2631 19
3976 4643 10
3977 3978 16
3977 3801 7
3977 3814 7
3977 6789 4
3977 5947 3
3977 3908 11
3977 502 13
3977 4347 3
3977 1298 3
3977 1266 4
3977 7645 18
3977 7315 16
3977 6736 2
3977 6 4
3978 3979 15
3978 1408 19
3978 4042 19
3978 56 20
3978 4412 17
3978 83 6
3978 5162 4
3978 6379 3
3978 4101 11
3978 1434 10
3979 3980 1
3979 5127 2
3979 2299 20
3979 0 5
3979 4563 5
3979 1775 19
3979 535 7
3979 4600 3
3980 3981 16
3980 1070 12
3980 6035 16
3980 270 10
3980 1485 7
3980 5224 1
3980 844 12
3980 352 6
3980 413 20
3980 6401 17
3980 4397 1
3980 2987 16
3980 7075 12
3981 3982 2
3981 7860 4
3981 7975 9
3981 8138 12
3981 146 14
3981 4109 19
3981 351 8
3981 1178 18
3981 4211 1
3981 958 2
3982 3983 4
3982 221 13
3982 2827 19
3982 7289 4
3982 6112 9
3982 5312 10
3982 6633 3
3982 3955 12
3982 6019 20
3982 6983 13
3982 1362 9
3982 2675 8
3983 3984 5
3983 1058 1
3983 2820 7
3983 4905 20
3983 7296 10
3983 5700 4
3983 278 11
3983 7172 7
3983 5728 17
3983 779 4
3983 4834 18
3983 6175 16
3984 3985 13
3984 118 13
3984 7371 9
3984 468 9
3984 4503 6
3984 5797 20
3984 467 19
3984 1655 1
3984 5259 16
3984 1194 18
3984 4023 18
3984 6387 13
3985 3986 3
3985 6507 18
3985 1332 15
3985 3940 12
3985 7742 5
3985 845 13
3985 718 15
3985 5607 1
3986 3987 3
3986 5668 12
3986 7820 9
3986 1431 10
3986 7561 13
3986 4855 11
3986 7781 7
3986 5071 18
3987 3988 8
3987 6938 20
3987 6383 7
3987 6173 4
3987 5691 9
3987 6131 17
3987 2575 4
3987 4066 2
3987 8154 6
3987 629 8
3987 2247 17
3987 6043 19
3987 6688 13
3987 4119 2
3987 4017 17
3987 2514 12
3987 3570 17
3987 122 17
3988 3989 16
3988 4366 19
3988 5554 4
3988 5107 10
3988 90 3
3988 1317 16
3988 2706 3
3988 6897 6
3988 3431 10
3988 3254 2
3988 1714 14
3989 3990 19
3989 2541 19
3989 5352 1
3989 8148 1
3989 2442 1
3989 1805 19
3989 6594 2
3989 5040 6
3990 3991 14
3990 3666 18
3990 3379 15
3990 5868 14
3990 129 9
3990 7201 12
3990 2326 20
3990 7882 19
3990 5999 5
3990 1675 13
3990 4140 4
3990 7664 10
3991 3992 10
3991 5106 1
3991 7852 8
3991 1470 16
3991 2138 17
3991 5311 14
3991 6141 18
3992 3993 20
3992 3471 14
3992 5038 19
3992 7358 18
3992 5861 9
3992 3080 16
3992 799 18
3992 3094 11
3992 3886 15
3993 3994 1
3993 1894 8
3993 6857 1
3993 6667 8
3993 2719 4
3993 2441 13
3993 6652 20
3993 7022 6
3993 6301 2
3993 1279 19
3993 5611 5
3994 3995 2
3994 4352 12
3994 2546 8
3994 2259 2
3994 7681 19
3994 3040 19
3994 6725 14
3994 2342 15
3994 3238 14
3994 998 3
3994 5050 17
3994 2919 6
3995 3996 6
3995 3342 13
3995 5916 16
3995 3048 12
3995 1954 5
3995 7357 15
3995 4651 8
3995 8149 1
3996 3997 2
3996 5743 5
3996 4926 15
3996 5607 5
3996 93 7
3996 7189 5
3996 2904 7
3996 7598 18
3996 981 6
3996 885 6
3996 6683 15
3996 3668 20
3996 4275 1
3996 1342 4
3996 1760 15
3996 6816 12
3996 7907 4
3997 3998 1
3997 6332 16
3997 6502 11
3997 4648 17
3997 5618 16
3997 6866 5
3997 4572 9
3997 5090 1
3997 2033 5
3997 7010 3
3997 2038 14
3997 1285 16
3997 6183 14
3998 3999 6
3998 5244 4
3998 1860 19
3998 2472 19
3998 4626 2
3998 1504 17
3998 1951 9
3998 2052 4
3998 792 18
3998 3511 18
3998 8059 8
3999 4000 1
3999 3608 3
3999 583 10
3999 2148 16
3999 4110 15
3999 3181 5
3999 3775 7
3999 2913 13
3999 710 8
3999 1583 16
3999 1653 7
3999 1543 10
3999 1198 11
3999 5906 9
4000 4001 6
4000 4313 1
4000 4853 1
4000 5374 15
4000 5676 13
4000 4866 13
4000 443 3
4000 3165 18
4000 644 18
4001 4002 6
4001 7022 17
4001 103 20
4001 5245 16
4001 4857 13
4001 4249 14
4001 828 8
4002 4003 5
4002 7426 17
4002 3753 19
4002 4249 20
4002 5341 11
4002 6155 1
4002 4125 13
4002 6458 17
4002 2112 11
4002 4416 14
4002 4633 16
4002 1463 9
4003 4004 6
4003 4760 18
4003 6674 2
4003 2395 20
4003 2196 18
4003 4660 10
4003 7170 17
4004 4005 19
4004 8039 9
4004 4964 2
4004 4816 18
4004 1705 7
4004 2891 11
4004 226 18
4004 5423 20
4004 4716 1
4005 4006 16
4005 6097 14
4005 956 11
4005 7126 4
4005 7176 16
4005 1776 9
4005 3373 19
4005 6647 18
4005 1297 18
4005 4425 2
4006 4007 5
4006 1559 8
4006 3476 16
4006 4057 8
4006 7164 9
4006 1155 9
4006 1216 20
4006 1894 3
4006 5308 11
4006 2213 18
4006 3097 20
4006 4819 15
4006 6759 1
4006 5024 1
4006 1419 3
4007 4008 20
4007 4982 3
4007 5530 8
4007 2762 4
4007 310 17
4007 2439 14
4007 7380 1
4007 6726 10
4007 7527 17
4007 3615 3
4007 6842 17
4007 2943 17
4007 5808 6
4008 4009 6
4008 6355 6
4008 3480 11
4008 32 5
4008 8113 14
4008 4482 4
4008 73 3
4008 536 1
4008 7332 1
4008 5937 6
4008 6189 13
4008 2741 1
4008 1616 13
4008 2944 3
4008 1229 11
4009 4010 8
4009 5503 6
4009 7059 19
4009 5707 9
4009 5035 9
4009 7160 16
4009 3601 2
4010 4011 16
4010 4031 12
4010 2624 2
4010 3004 16
4010 1648 13
4010 7419 15
4010 1404 17
4010 4633 14
4010 6332 5
4010 2924 11
4011 4012 9
4011 3388 9
4011 4492 16
4011 3265 3
4011 7234 3
4011 4983 9
4011 1276 16
4011 6305 10
4011 1823 20
4011 390 13
4011 5530 5
4011 2884 5
4011 7500 18
4011 4985 1
4011 2205 18
4011 5526 8
4011 6777 2
4011 283 7
4012 4013 9
4012 3254 11
4012 1488 5
4012 5481 6
4012 3290 5
4012 3249 1
4012 6494 7
4012 4888 17
4012 5769 16
4012 8147 5
4013 4014 17
4013 2733 6
4013 5489 3
4013 7917 17
4013 5462 16
4013 5209 14
4013 5035 5
4013 3950 17
4013 1755 11
4013 689 12
4014 4015 16
4014 7052 2
4014 1123 9
4014 7650 3
4014 3310 20
4014 5962 12
4014 2204 6
4015 4016 6
4015 5355 8
4015 2638 1
4015 2872 8
4015 3495 14
4015 7738 12
4015 6673 5
4015 7268 1
4015 6679 14
4016 4017 2
4016 2937 11
4016 7576 10
4016 888 6
4016 1666 19
4016 4932 19
4016 4592 10
4016 3861 7
4017 4018 4
4017 1940 4
4017 3165 16
4017 3674 1
4017 3763 18
4017 2366 17
4017 895 4
4017 6949 11
4017 3147 15
4017 7988 4
4017 5625 5
4017 6270 16
4017 7357 14
4017 583 18
4017 2466 2
4017 5890 2
4017 2012 11
4018 4019 10
4018 4441 12
4018 4838 4
4018 6726 12
4018 5655 15
4019 4020 18
4019 6891 19
4019 7755 14
4019 6629 7
4019 3151 12
4019 5460 2
4019 8096 18
4020 4021 1
4020 4220 2
4020 6507 4
4020 1543 12
4020 6370 13
4020 5925 9
4020 5618 16
4020 5088 16
4020 4119 20
4020 3091 19
4021 4022 1
4021 7532 18
4021 1215 8
4021 6720 20
4022 4023 2
4022 6408 19
4022 663 2
4022 1752 20
4022 3679 10
4022 7460 16
4022 6582 15
4023 4024 13
4023 40 14
4023 3230 7
4023 1277 9
4023 5060 9
4023 4991 7
4023 7166 8
4023 894 19
4023 6696 15
4023 433 20
4023 143 3
4024 4025 19
4024 2199 20
4024 3388 4
4024 3006 2
4024 7499 3
4024 3953 20
4024 544 13
4024 8093 2
4024 1304 10
4024 1812 16
4025 4026 12
4025 4511 18
4025 3227 14
4025 3668 19
4025 7320 7
4025 7891 10
4025 8174 12
4025 1169 19
4025 77 19
4026 4027 3
4026 1907 5
4026 3678 13
4026 4762 9
4026 4165 13
4026 785 10
4026 10 4
4026 4517 1
4026 6183 18
4026 6234 2
4026 4661 3
4026 3780 15
4026 5 19
4027 4028 7
4027 6377 6
4027 1629 1
4027 1338 18
4027 7666 10
4027 6974 2
4027 5117 7
4027 1781 10
4027 7632 17
4027 5940 2
4027 5804 17
4027 4296 2
4027 625 14
4027 1292 8
4027 4224 12
4027 7799 8
4028 4029 11
4028 3627 3
4028 4416 10
4028 125 4
4028 5788 19
4028 2491 10
4028 2704 6
4028 3621 14
4028 484 1
4028 3802 8
4028 3275 2
4028 5215 15
4029 4030 7
4029 5947 12
4029 6034 1
4029 6386 16
4029 3811 17
4029 3455 10
4029 1046 5
4029 6643 19
4029 4570 17
4029 8142 6
4029 415 5
4029 7291 4
4030 4031 9
4030 5533 16
4030 1255 17
4030 3213 10
4030 1742 17
4030 3519 15
4030 116 17
4030 7877 14
4030 5047 4
4031 4032 16
4031 4883 20
4031 8158 7
4031 821 6
4031 3211 7
4031 4439 2
4031 7591 11
4031 2719 3
4031 6803 12
4031 1971 8
4031 3766 12
4031 3174 16
4031 6066 16
4031 4176 6
4031 3425 11
4031 3527 17
4032 4033 7
4032 6009 13
4032 6237 10
4032 5599 6
4032 1001 6
4032 2579 17
4032 2893 18
4032 496 13
4032 4268 14
4032 1255 1
4033 4034 2
4033 3142 17
4033 291 4
4033 166 20
4033 4345 19
4033 6223 20
4033 2044 14
4033 493 18
4033 1855 7
4033 1071 16
4033 4331 15
4033 360 16
4033 2584 17
4033 8058 20
4033 2890 1
4033 5268 10
4033 2897 4
4034 4035 18
4034 3479 2
4034 7272 9
4034 1176 2
4034 6419 20
4035 4036 5
4035 473 19
4035 3725 17
4035 1110 1
4035 8105 12
4035 2310 4
4035 2534 10
4035 2711 15
4035 7269 16
4035 459 5
4035 1686 2
4035 471 18
4036 4037 1
4036 5339 17
4036 5977 11
4036 1739 19
4036 4195 7
4036 3667 13
4036 5329 18
4037 4038 15
4037 4937 14
4037 6376 9
4037 2651 19
4037 2771 9
4037 6810 17
4037 3822 15
4037 2819 10
4037 6239 14
4038 4039 14
4038 6594 16
4038 6189 5
4038 2371 19
4038 4871 20
4038 2022 14
4038 2665 3
4038 488 4
4038 3343 17
4038 3259 17
4038 7191 12
4038 5931 16
4038 4939 20
4038 6406 11
4039 4040 11
4039 5876 6
4039 2179 8
4039 803 17
4039 4205 18
4039 4971 8
4039 6661 10
4039 3807 14
4039 304 3
4039 3203 18
4039 2444 17
4039 20 15
4039 1333 2
4039 163 13
4039 5611 3
4040 4041 20
4040 1029 6
4040 4195 1
4040 4824 1
4040 27 2
4040 6078 14
4040 4734 13
4040 6120 9
4040 4057 14
4041 4042 3
4041 2535 19
4041 625 1
4041 2011 6
4041 939 13
4041 346 4
4041 2457 14
4041 1376 5
4041 1531 17
4041 6698 3
4041 8090 1
4041 805 14
4041 496 16
4041 1072 11
4041 6416 1
4042 4043 12
4042 1268 19
4042 1320 7
4042 4017 12
4042 1806 4
4042 3274 2
4042 3056 1
4042 6729 8
4042 2718 2
4043 4044 18
4043 5994 18
4043 6269 15
4043 4018 15
4043 4939 4
4043 1872 5
4043 6363 2
4043 1962 18
4043 5200 9
4043 2536 1
4044 4045 19
4044 2357 8
4044 5785 11
4044 2168 11
4044 4267 10
4044 3913 8
4044 4653 6
4044 5251 11
4044 4137 13
4045 4046 8
4045 7856 7
4045 3250 12
4045 3037 18
4045 597 1
4045 2939 5
4045 872 9
4045 7969 17
4045 7333 20
4045 2936 3
4045 7477 20
4045 7368 18
4046 4047 2
4046 272 3
4046 8028 16
4046 2851 11
4046 3497 8
4046 5343 13
4046 1571 19
4046 3415 12
4047 4048 17
4047 1103 2
4047 7542 20
4047 927 4
4047 691 3
4047 3740 11
4047 1453 7
4047 6259 4
4047 7757 10
4048 4049 9
4048 6739 15
4048 8165 15
4048 4135 15
4048 5606 3
4049 4050 16
4049 393 19
4049 3936 3
4049 6309 16
4049 1047 2
4049 2309 2
4049 5234 10
4049 4415 7
4049 6612 16
4049 6920 19
4050 4051 6
4050 7971 20
4050 5286 8
4050 1450 1
4050 1522 8
4050 2149 19
4050 1815 6
4050 4339 14
4050 4649 16
4051 4052 13
4051 435 10
4051 1768 3
4051 7671 2
4051 768 19
4051 1584 9
4051 7346 7
4051 662 12
4051 3913 9
4051 1172 1
4051 8086 2
4051 3733 20
4051 3275 3
4051 235 12
4052 4053 15
4052 898 7
4052 7402 7
4052 2346 2
4052 5187 9
4052 1474 14
4052 1218 17
4052 792 10
4052 8119 11
4053 4054 10
4053 570 3
4053 6080 15
4053 5651 3
4053 6438 6
4053 1547 9
4054 4055 20
4054 7001 19
4054 3022 1
4054 3728 8
4054 3393 17
4054 4444 1
4054 5013 15
4054 885 15
4054 6525 13
4054 4074 7
4054 5260 3
4054 2333 2
4054 6302 3
4055 4056 20
4055 6455 9
4055 4352 6
4055 5249 8
4055 4270 7
4055 3553 14
4055 7760 8
4055 7742 11
4055 3331 10
4055 1887 5
4055 8164 20
4055 6191 13
4055 5514 18
4055 1282 5
4055 3059 7
4056 4057 6
4056 3095 17
4056 595 17
4056 4962 2
4056 6236 18
4056 316 6
4056 2769 8
4056 1053 17
4056 1501 16
4057 4058 3
4057 2264 7
4057 7080 12
4057 6837 7
4057 2315 15
4057 5553 7
4057 388 16
4057 6858 14
4058 4059 14
4058 1541 3
4058 2360 13
4058 3103 6
4058 2141 15
4058 3208 15
4058 4727 12
4059 4060 15
4059 7042 1
4059 3609 14
4059 5616 3
4059 838 9
4059 7330 19
4059 4194 12
4059 2690 5
4059 5235 10
4059 4427 15
4059 2003 1
4060 4061 4
4060 3717 18
